,std,mean,power2,power7,power5,kurtosis,skewness,power10,power4,power9,power6,power1,power8,class,power3
158608.wav,,,,,,,,,,,,,,siren,
158977.wav,,,,,,,,,,,,,,gun_shot,
158978.wav,,,,,,,,,,,,,,gun_shot,
158979.wav,,,,,,,,,,,,,,gun_shot,
159176.wav,5305.480091693551,0.47208180147058826,0.11475106014213522,0.0009204582428762388,0.0014005435566735215,14.451962547125142,0.04632316836061794,0.0004007068653162275,0.0043125097024564905,0.0004641704898701615,0.0011103218129536092,0.8433797517143703,0.0006321423959734744,dog_bark,0.03262833507737504
159439.wav,,,,,,,,,,,,,,children_playing,
159701.wav,,,,,,,,,,,,,,gun_shot,
159702.wav,,,,,,,,,,,,,,gun_shot,
159703.wav,,,,,,,,,,,,,,gun_shot,
159704.wav,,,,,,,,,,,,,,gun_shot,
159705.wav,,,,,,,,,,,,,,gun_shot,
159706.wav,,,,,,,,,,,,,,gun_shot,
159707.wav,,,,,,,,,,,,,,gun_shot,
159708.wav,,,,,,,,,,,,,,gun_shot,
159709.wav,,,,,,,,,,,,,,gun_shot,
159710.wav,,,,,,,,,,,,,,gun_shot,
159726.wav,686.3247389756245,-13.756048518207335,0.0984534854316844,0.07642936882329084,0.17283307336005793,7.179638241533909,-0.002957798930181157,0.0689662455402313,0.1174445747548155,0.09648937424329154,0.08721411841722043,0.07569708741686179,0.08341749591891714,dog_bark,0.1230551760936291
159735.wav,,,,,,,,,,,,,,children_playing,
159738.wav,,,,,,,,,,,,,,siren,
159742.wav,,,,,,,,,,,,,,siren,
159743.wav,,,,,,,,,,,,,,siren,
159744.wav,,,,,,,,,,,,,,siren,
159745.wav,,,,,,,,,,,,,,siren,
159747.wav,,,,,,,,,,,,,,siren,
159748.wav,,,,,,,,,,,,,,siren,
159750.wav,,,,,,,,,,,,,,siren,
159751.wav,,,,,,,,,,,,,,siren,
159752.wav,,,,,,,,,,,,,,siren,
159753.wav,,,,,,,,,,,,,,siren,
159754.wav,,,,,,,,,,,,,,siren,
159755.wav,,,,,,,,,,,,,,siren,
160009.wav,,,,,,,,,,,,,,children_playing,
160010.wav,,,,,,,,,,,,,,children_playing,
160011.wav,,,,,,,,,,,,,,children_playing,
160016.wav,,,,,,,,,,,,,,children_playing,
160092.wav,997.7169534817541,-0.39477860657038566,0.5264074946970457,0.009815410674078411,0.027087672756314525,17.535447637030806,0.6237955909100109,0.007531194935249397,0.04585332674241011,0.0074371786327138475,0.014770667609220857,0.0672085048994993,0.0076243417228482,dog_bark,0.2862642073306196
160093.wav,1443.4305919869525,-0.6527528426092161,0.3218095004214253,0.013123280505266038,0.025744302926913976,22.105821895899773,1.5769478596904531,0.004801539331123292,0.17557919706952985,0.00668334893383435,0.019973489403872797,0.050711684121300483,0.008693979543831387,dog_bark,0.37287967774290254
160094.wav,1952.371270895167,-0.12287074148296594,0.007646164099090363,0.021122524577723074,0.5892641934349755,29.628854230634033,0.8245909762161355,0.006538143088846313,0.2876569186557044,0.00531714229474128,0.054972056982767484,0.0051910264882651614,0.010207238987355505,dog_bark,0.012084591390530905
160575.wav,,,,,,,,,,,,,,dog_bark,
161010.wav,1276.163963743057,-0.00022913926451574465,0.11834209729314385,0.08428699717016705,0.08585138546204318,71.96726130686649,0.14953649401141403,0.06094727393808277,0.1016193120621058,0.06689960168713761,0.07197262695916555,0.1682320316070661,0.07246539247923107,car_horn,0.169383281341857
161129.wav,0.01462070950149838,3.650285762546446e-08,0.022505145204427198,0.24485752624474036,0.1037075702992013,8.973571922962394,0.008459017645816984,0.05200898789563034,0.06046030584407452,0.12894336614680948,0.14781983560430367,0.012433704705501425,0.18996983518105623,drilling,0.037293722874255364
161195.wav,10259.074784920318,-2347.3088414547724,0.16207505214285262,0.03384710018437318,0.050034724770822804,7.407535737461783,-0.5121439521341012,0.016270565629781894,0.07001116241173247,0.012359842703094686,0.04024634246551335,0.4863151849590901,0.026862196960303276,gun_shot,0.10197782777243555
161702.wav,1441.6378699715513,-0.8566066141034365,0.09768666160338377,0.058018162570977874,0.10119348664875086,36.3476020668437,0.20543465214811354,0.08638155109033394,0.08782063221148204,0.07942587661084466,0.08673060016678258,0.23317527479479122,0.08489151304972431,street_music,0.08467624125292875
161922.wav,,,,,,,,,,,,,,dog_bark,
161923.wav,,,,,,,,,,,,,,dog_bark,
162103.wav,1806.7652656786595,-0.06455209315710146,0.10133751392664594,0.10512829891456453,0.09935507047169839,3.020317986410731,-0.018218078489837166,0.09455533102499138,0.10215282957989726,0.09717924071871355,0.10424924249480086,0.09880311921807132,0.09942991541698457,air_conditioner,0.09780943823363222
162134.wav,,,,,,,,,,,,,,jackhammer,
162148.wav,,,,,,,,,,,,,,dog_bark,
162431.wav,,,,,,,,,,,,,,gun_shot,
162432.wav,,,,,,,,,,,,,,gun_shot,
162433.wav,,,,,,,,,,,,,,gun_shot,
162434.wav,,,,,,,,,,,,,,gun_shot,
162435.wav,,,,,,,,,,,,,,gun_shot,
162436.wav,,,,,,,,,,,,,,gun_shot,
162540.wav,,,,,,,,,,,,,,car_horn,
162541.wav,,,,,,,,,,,,,,car_horn,
162702.wav,5511.613419864708,23.239863528481013,0.08700756339228136,0.11078092351034126,0.08984408060162272,4.0329474299079076,0.025095513929170796,0.1067263220817377,0.08824754105154375,0.10661148586915677,0.10812866432668804,0.09826832558625556,0.1246710184835795,car_horn,0.07971407509679335
162703.wav,6755.254907613686,-2.0001162364743013,0.08751130238139912,0.10555775726226607,0.08210871468970969,3.551918134429062,0.10155131636711871,0.10935399780308053,0.11106151340326947,0.10958095065597095,0.09607071260951364,0.07440819726233054,0.12213969331962128,car_horn,0.10220716061283869
162728.wav,3856.5393529961784,4.0728301495016614,0.05603764485431989,0.1096758714324209,0.09622854909703797,5.614566743283248,-0.07339377514837615,0.1332130302806602,0.08329797630139055,0.1825853525077839,0.12583881531718744,0.034399448946815556,0.10074617614542854,car_horn,0.07797713511695506
163459.wav,,,,,,,,,,,,,,dog_bark,
163460.wav,3678.7110798783533,-0.3109124641592174,0.17167349485319697,0.030443905989745466,0.05615778857712043,17.057711964033565,-0.11267253717649357,0.016297560365991306,0.09639412270450944,0.016347226914332456,0.04275365620255811,0.445776170373154,0.02365204935938554,gun_shot,0.10050402466000626
164053.wav,145.58748655853552,0.01833129246069851,0.06815325955445253,0.07328296076772002,0.17227816117812278,7.1493375341984615,-0.012336736859426356,0.04901102424532777,0.10812669793541999,0.15456129855467768,0.09844094834378044,0.08965320534932442,0.07655618599107629,siren,0.1099362580800981
164194.wav,,,,,,,,,,,,,,children_playing,
164311.wav,,,,,,,,,,,,,,dog_bark,
164312.wav,,,,,,,,,,,,,,dog_bark,
164344.wav,1633.4171330189786,-1.3180241462239497,0.0735045322828888,0.11949313700881349,0.1016129628937106,6.560883477549709,0.13535176428151066,0.09300422420531675,0.12049875050296278,0.1130716016460187,0.10442547358052923,0.07261177968791313,0.10000899331871174,street_music,0.10176854487313479
164377.wav,,,,,,,,,,,,,,street_music,
164625.wav,1140.3391097377987,0.000921928058880472,0.0,0.0001690149002167951,0.020358286506990432,36.782032776583,0.75819982914172,0.0,0.9057703454037523,0.0,0.002778969780933888,0.0,0.0,car_horn,0.07092338340810651
164626.wav,1715.7826961770697,-0.00046363112909135777,0.0,2.8322034446504463e-08,0.33398093553230895,18.386183931476044,0.9171180022987008,0.0,0.6639770741061325,1.1073915468583245e-05,0.0018736441888085027,0.0,1.8749186803585956e-05,car_horn,0.00013849474844340683
164627.wav,2976.9326035050485,0.0036006795648756244,0.14071864168768503,0.001280634767788137,0.23010112955905684,5.596276251898774,0.2649979297381894,4.198355151625276e-08,0.23025245927049717,0.0,0.161951030427495,0.0,5.167125602862808e-05,car_horn,0.2356443910478977
164646.wav,1032.5562300108659,-21.53356123723158,0.18640777662241248,0.019797143573227014,0.030894637572039342,87.86895047463142,-0.24020390947933312,0.004273233559185975,0.049487426712536656,0.007584113845108865,0.025040153771966018,0.577991943156123,0.01135050230907334,gun_shot,0.08717306887832713
164667.wav,878.0317058633241,-3.495367386400258,0.2100438646526461,0.019766494525787905,0.030641221028477474,65.1065489914669,-0.1417104522077421,0.0043514247345982394,0.055932984362032735,0.007803244544654911,0.026196721780024836,0.5357210155784489,0.011747315758075253,gun_shot,0.09779571303525403
164782.wav,850.5710717500948,-0.5076394776021831,0.04198267050256238,0.01266813706855361,0.010425267805281921,3.3252103782305187,0.017264238294393865,0.006833411054560904,0.01428749165053159,0.015213687909564587,0.010571209726160092,0.8512534432903727,0.015226101016352767,siren,0.021538579976059995
164797.wav,594.5870590661424,-0.25280225068266693,0.08342020932161383,0.1591331594275499,0.09252881217335313,4.507952996027842,-0.008571408853641261,0.06835021633555897,0.11018585023056261,0.07270140195598954,0.11121574818303867,0.0984424937618229,0.12067447849883668,children_playing,0.08334763011167376
165067.wav,1492.8738498363052,-0.043538571798197506,0.08681539278294201,0.06952481982976469,0.07371535000916773,11.507950323099745,0.02863672433482653,0.1240981860843644,0.09881236811691133,0.16470036408775657,0.08373343783665077,0.10186057683386056,0.10359850325009473,children_playing,0.09314100116848721
165166.wav,6872.431958297997,6.012215405085748,0.029701776459677427,0.20431047237209238,0.13727147886276914,10.006964260893467,-0.012787590849147074,0.05447553620110741,0.057235275254631506,0.061389930166080825,0.16414815916264694,0.015068060335957367,0.1786855530593992,siren,0.09771375812563783
165192.wav,1581.0482924367607,-1.365983254301045,0.07377009109972604,0.10320602867774342,0.08072913726194683,7.072191156564103,0.05970191297135051,0.12499520190219442,0.0990977952469799,0.1407892735886653,0.08330873829916502,0.0724835361545964,0.13753809806156878,street_music,0.08408209970741387
165454.wav,1336.0319967151129,-3.273821421524386,0.12696635887455823,0.1178488524743186,0.12386831703985245,4.620297845483855,0.03428786718449723,0.009402372934206364,0.12069937920026017,0.03339128145818576,0.12335754161501186,0.10850297604070926,0.11286275288504216,air_conditioner,0.12310016747785517
165529.wav,1008.25717114247,-0.37556876655569876,0.10320245589840671,0.1075334665566143,0.11404469577440558,4.997481385605021,-0.034560097851542536,0.0759060942905934,0.08978963210974111,0.09439206817441072,0.10678906787904033,0.12149543619718729,0.09294614788574886,children_playing,0.0939009352338517
165640.wav,3162.3447760992826,-0.06962964500295744,0.11888654253104726,0.11895699226866317,0.11775460831515105,2.7445045020107943,0.16250641834907079,0.009646756419624796,0.11940170533562211,0.046718144933501245,0.12017515498906206,0.10649224102887365,0.12063402103052583,drilling,0.12133383314792884
165641.wav,3444.5561187993244,-0.2710332114453978,0.10045183262217805,0.12246797121149257,0.1164697446463735,4.361858709959152,0.08671225870143218,0.03068448337309759,0.11869463101188796,0.07006269872753039,0.11494983991354754,0.08835416113491205,0.11812837108836405,drilling,0.11973626627061629
165642.wav,5872.730394482671,2.2184855451743872,0.11627581094262233,0.11657525781493797,0.13345082412917966,3.861987127638642,0.07088004355680552,0.022666414329464507,0.12875514798851556,0.08149269954941346,0.13220404710435119,0.08945180830923673,0.05953032043384769,drilling,0.11959766939843093
165643.wav,5179.089441067293,0.09375492432096205,0.12299277137534372,0.12482608574897631,0.11743730690437733,3.8902666593402313,-0.03452690264432813,0.030873025982931217,0.11790882049360589,0.0537843062638764,0.130828742369116,0.08828827940431574,0.08747978362150409,drilling,0.1255808778359533
165644.wav,4208.092492915097,-0.05638311973001356,0.12028253061913474,0.12092743831061468,0.12160818613029457,3.5185958011104703,0.05067948550187389,0.02039319944512064,0.1225484323337673,0.06388839210858117,0.12332967548798568,0.0879535878175972,0.0976839191272296,drilling,0.12138463861967441
165645.wav,1521.3000058069529,-0.02456010035984286,0.1300872024901774,0.129753160349132,0.16163610561019856,8.207518821014602,0.021234263045720524,0.005537111258355053,0.1505814165835198,0.17820564779392598,0.024441421364119555,0.10653943762850261,0.03445256561074561,drilling,0.07876593131132341
165774.wav,,,,,,,,,,,,,,jackhammer,
165775.wav,,,,,,,,,,,,,,jackhammer,
165785.wav,4336.387601828519,0.5351846613867788,0.04179493261706861,0.09311699331382674,0.17866623157229095,6.962090776367961,-0.08147338488766802,0.007969116005878107,0.030529907701273014,0.19321336740818568,0.07450003709977047,0.17714148420418682,0.034493714083470656,drilling,0.16857421599404893
165786.wav,6191.026180614748,-8.286956212991894,0.11716894614294811,0.12033271963596592,0.12049635117581195,3.3344387354443827,0.04575345628210872,0.01647017671702809,0.12179533029994863,0.07946297954099694,0.12020352578892884,0.06382105686699752,0.12058965802684006,drilling,0.11965925580453393
166101.wav,4555.988356721666,-126.83909768938285,0.1150883855266026,0.10819161412751892,0.10705106310660818,10.944551008038978,-0.5121461862540944,0.11455075233132701,0.07445995825477394,0.07847915231918126,0.11369516206142008,0.1379507338809224,0.043053750197798606,engine_idling,0.107479428193847
166268.wav,,,,,,,,,,,,,,dog_bark,
166421.wav,,,,,,,,,,,,,,dog_bark,
166489.wav,,,,,,,,,,,,,,dog_bark,
16692.wav,2731.9076635908605,-0.0034883351344479055,0.10321062666943637,0.1131466988516819,0.10979612070004327,2.1167251601468027,-0.13370736157822669,0.044787705835048916,0.0995542347587691,0.11936510379403811,0.1126931908708437,0.0826339734215196,0.11446814520362372,engine_idling,0.10034419989499531
166931.wav,,,,,,,,,,,,,,drilling,
166942.wav,2488.570901024295,0.001382602969348659,0.10306170412306323,0.10191180626947968,0.10070781173351401,3.4093348929387144,-0.005860201257547057,0.09594097472300184,0.10055978117558817,0.10164027329467543,0.09855551532113281,0.0987904693909949,0.0992489164830515,air_conditioner,0.09958274748549845
167464.wav,,,,,,,,,,,,,,air_conditioner,
167701.wav,4357.664533348526,-1.2628290801765303,0.11207234370934707,0.16852558624391548,0.1417433170152581,8.994428861669112,0.18757973157909746,0.09336004957189971,0.15522176568794913,0.04536846831871244,0.12084901215938937,0.041613595212081654,0.05372120181209673,drilling,0.0675246602693503
167702.wav,4580.852901764144,-0.2212093590194636,0.0022812113002770775,0.0007096695837922734,0.13532170779424524,8.188014305827249,-0.03403829402237628,0.0997092387676875,0.18875459371994643,0.1593833648199781,0.07919819527426417,0.1404832432543773,0.09674720427011894,drilling,0.09741157121531294
16772.wav,7061.321876515707,0.08713286564399544,0.1508521494816543,0.04207822742941014,0.2311400160823898,5.445235889277511,0.02276327163081718,0.010806504969739129,0.23220673837963635,0.014506297434672577,0.09343678072143698,0.02758746591152227,0.0188929660870963,siren,0.17849285350244215
167750.wav,,,,,,,,,,,,,,drilling,
168037.wav,,,,,,,,,,,,,,drilling,
168713.wav,1258.6450801871347,-0.00894900514377101,0.10192849852050209,0.0891535802681045,0.07741972225512553,12.115667796991488,0.1805429744592683,0.054006856505374685,0.09690592454384123,0.11159891584787615,0.10065363957437336,0.11751646500600034,0.13459389617879738,street_music,0.11622250130000472
168906.wav,1265.0650959454617,-0.0013262439837570844,0.08145787677630158,0.10882747112767303,0.07840418974647032,10.763834276232986,-0.003926256166909501,0.07523098811989307,0.18678978444242753,0.10918433508625962,0.08472981498084521,0.06913154421558702,0.09844761680222386,street_music,0.10779637870231874
169043.wav,,,,,,,,,,,,,,children_playing,
169044.wav,,,,,,,,,,,,,,children_playing,
169045.wav,,,,,,,,,,,,,,children_playing,
169098.wav,,,,,,,,,,,,,,jackhammer,
169261.wav,,,,,,,,,,,,,,gun_shot,
169466.wav,,,,,,,,,,,,,,drilling,
170015.wav,,,,,,,,,,,,,,dog_bark,
17009.wav,1219.3343433462057,-1.3942817890706813,0.20104192374662144,0.05027054949290904,0.07232879678239833,15.094749242226287,0.22183833232128522,0.033421450181364255,0.169584828154706,0.03381493065993897,0.08854325626394328,0.12651278953678594,0.037276450758577336,children_playing,0.1872050244227554
170243.wav,,,,,,,,,,,,,,car_horn,
170245.wav,,,,,,,,,,,,,,air_conditioner,
170564.wav,,,,,,,,,,,,,,children_playing,
17074.wav,1962.2031307097784,-39.85482992042413,0.08405582623529478,0.12240467779083646,0.1430066040280299,6.006063009281915,0.028971919963965653,0.07726980934853941,0.10696792001448831,0.10632551299696753,0.13682003280321908,0.07110279889991815,0.09581833096616964,car_horn,0.05622848691653673
171165.wav,,,,,,,,,,,,,,street_music,
171184.wav,,,,,,,,,,,,,,street_music,
17124.wav,2369.7905834824487,83.97314901430897,0.27744578721226865,0.054910650283736206,0.07769296151948703,20.83499098333854,0.33913480473057855,0.0467777851127422,0.12424319265515285,0.04941670595350687,0.06724938879261398,0.05296142493122373,0.05135347241575538,car_horn,0.19794863112351307
171305.wav,1564.1560185609464,-2.8604581040479857e-06,0.14221834541255582,0.0944132508670801,0.09127753543788432,22.266857263466967,-0.22110088673435835,0.07625327566733305,0.088342827447263,0.10551664581319138,0.09890779624441105,0.06178041328595854,0.11646845224362345,jackhammer,0.12482145758069928
171388.wav,,,,,,,,,,,,,,street_music,
171406.wav,,,,,,,,,,,,,,street_music,
171464.wav,0.009614913621038392,-5.646127121394784e-09,0.0897096548767348,0.0037246806995372486,0.06650022211854155,42.97052460175887,0.019319595742372794,0.1289140745061221,0.09812975255937659,0.14398531977362178,0.13085375677589858,0.1780964869297169,0.003400000599083327,dog_bark,0.15668605116136708
171478.wav,,,,,,,,,,,,,,street_music,
172314.wav,,,,,,,,,,,,,,street_music,
172315.wav,,,,,,,,,,,,,,street_music,
172460.wav,,,,,,,,,,,,,,street_music,
172519.wav,,,,,,,,,,,,,,street_music,
172593.wav,1473.5208365045135,0.013562094132279911,0.14894961553809793,0.11509384611495431,0.06437726103634828,11.74967426799368,-0.05401145248143053,0.08716422970720751,0.06846080806346183,0.08879474671905437,0.09569173172052203,0.11957465424043316,0.08728763893814953,children_playing,0.12460546792177102
17307.wav,1795.483662745685,0.015049645041130155,0.113861770692821,0.11838584052039403,0.08177717621227618,5.314686450469258,0.017157037059620833,0.08027366254311177,0.10138032519176556,0.08979266188514572,0.10398464430739,0.1084994721424842,0.10183472396274444,car_horn,0.1002097225418671
173891.wav,470.94374134120613,-4.493532075454838,0.09438552136898556,0.09079090766735878,0.08385254851517752,4.7288352233152615,-0.014235264412519629,0.12247983326421052,0.0842761306692555,0.08245020782362095,0.10338243832960502,0.10932112321737569,0.08234520919444437,street_music,0.1467160799499661
173993.wav,739.1520232681188,0.13865628957543671,0.1361364230417451,0.15831540084472742,0.05197252060301457,158.77592712443195,-0.8262191001880567,0.05019946602730063,0.04191229322772093,0.2522978383868136,0.10968158365932852,0.03530750186335537,0.12208512695374481,dog_bark,0.04209184539224905
173994.wav,1383.8453893267922,-0.08511706710559123,0.0718681400335769,0.15789376050412995,0.09347766614200859,19.03806238125622,-0.2938778248030612,0.08286030014883661,0.0852192541981607,0.13950693555717675,0.08586484000904851,0.05453983948288015,0.10586166198658267,dog_bark,0.12290760193759917
173995.wav,2354.6456597010315,-0.11974352661498418,0.10712162085155853,0.07252162746605836,0.05619749302958032,13.232326841240095,-0.3198620244788781,0.11247827609135991,0.13997701396894455,0.1342464956569193,0.10239068464752163,0.11208225413477473,0.10451257517566089,dog_bark,0.058471958977621794
174026.wav,,,,,,,,,,,,,,dog_bark,
174032.wav,4375.100140858086,0.5972865841645464,0.12446390999605732,0.1389551337234991,0.08247815582009131,8.872386214198766,-0.07643960655651676,0.049290951510400506,0.09306151348965244,0.1528372009631664,0.12235029049917197,0.05984552049462111,0.08738031947153149,children_playing,0.08933700403180839
174276.wav,1962.730937056232,-3.374722082440989,0.12601220707784572,0.10573829271883323,0.11107225020326113,4.82435926540341,-0.041556184391020844,0.04834910498653037,0.10723595645943254,0.04785456968469322,0.09433364622349766,0.1103754208065566,0.11183514178338373,jackhammer,0.1371934100559658
174282.wav,1051.7557350487411,-2.022355072476496,0.17737451250314834,0.007875662187773629,0.02501009368402047,505.8007134687195,-1.0712535586613772,0.016195927955940832,0.04637813008422359,0.007017158932592639,0.035853571623013177,0.490001416467641,0.008737015416817468,gun_shot,0.18555651114482885
174284.wav,361.00648177058275,-1.0283780903684538,0.3077386158471801,0.00824653375164906,0.041081967683144434,1328.8132050138545,-0.04599932081666697,0.013636346249429516,0.07872096872489796,0.005700503604936869,0.06082892310221581,0.1531954815754847,0.010862895206007899,gun_shot,0.31998776425505365
174285.wav,642.6992601917667,-1.6717525509500482,0.038715223517613404,0.014955046542871728,0.017810004747777393,897.4739084823509,-1.5668156797823938,0.03341926495604098,0.016576844280873543,0.015388770979458188,0.014948426320271357,0.797187199623492,0.014190916715906257,gun_shot,0.03680830231569511
174287.wav,406.5518079950948,-0.0001648419051123992,0.149581351688949,0.01149488648342835,0.016616995330929755,739.2180824585348,1.388173011040951,0.008464090961582673,0.23059341795647922,0.008583651791399461,0.22216647190135091,0.23708400830198195,0.008376123432121551,gun_shot,0.1070390021517771
174289.wav,139.75286868855423,-1.7392535299857743,0.021246965012976224,0.020276256993362753,0.03360953689791572,8077.418563207658,-3.340736609629446,0.019981992178026556,0.19557512132979124,0.01709129770609339,0.1407503282385507,0.2336083521727859,0.016904111135579943,gun_shot,0.30095603833491763
174290.wav,223.8956522657276,-1.0655763063866928,0.1127252488523362,0.10622486743845423,0.0869838126206307,3985.496629507437,-0.2967571590797174,0.09728749398013163,0.10850143543527849,0.02092002877092643,0.1200922299832377,0.13198524370044887,0.10376695674032373,gun_shot,0.11151268247823203
174292.wav,1632.473156528866,-0.3020780801562732,0.010630250189409756,0.30716546026222646,0.007234991395649226,259.7194463099852,0.9869380557040072,0.0018757850527224178,0.02736324655587704,0.007187626111317379,0.007303590608588059,0.32711989492916577,0.011335379866732317,gun_shot,0.29278377502831154
174293.wav,1918.9227656405847,1.9345057634254177,0.002087365479296795,0.2619501349431063,0.0018575489067935214,111.23434643182983,-0.12943401345673966,0.006215999053662926,0.025356697323884268,0.0038778820910740225,0.0019284183698528182,0.4367151683080658,0.004123381225873533,gun_shot,0.25588740429838996
174294.wav,379.943976348197,-0.033701218197498925,0.02888046300818544,0.16379028164934797,0.03324501897174593,1178.29738595973,4.937088950737287,0.18840958046492554,0.026334487280003722,0.12169336730351418,0.07971087440424618,0.12502404075115314,0.134505141461819,gun_shot,0.09840674470505888
174786.wav,,,,,,,,,,,,,,children_playing,
174840.wav,,,,,,,,,,,,,,car_horn,
174841.wav,,,,,,,,,,,,,,car_horn,
17486.wav,6690.412378733709,-4.37310927476753,0.12412401271854143,0.1344473599803794,0.12862855082033856,7.7547855276655975,0.0061711335107265996,0.03967762861610906,0.11856479158146797,0.10630298956296522,0.018442919894682223,0.10391539665878663,0.15070176312036876,dog_bark,0.07519458704636076
174873.wav,1911.8322545465785,-0.14708004396873103,0.02764028398190858,0.08623616486572275,0.1843902996622528,115.89489038361678,-0.02035207357206687,0.06165090100350062,0.0666914635724294,0.07954803433584341,0.36415185219154667,0.0569738866161815,0.044349441081232836,dog_bark,0.02836767268938147
174994.wav,4653.593582637675,1.4530799494090259,0.2063895238197386,0.0673213522871841,0.1845820414016521,18.210181666781587,-0.005952702316041562,0.0296685523716453,0.11518615415344347,0.023202071972140668,0.03638346522042927,0.1672787933219049,0.07545445827465068,dog_bark,0.09453358717721093
175296.wav,,,,,,,,,,,,,,children_playing,
17578.wav,7661.573129026269,-0.6367127406157456,0.09956331808492135,0.09958704808640252,0.09979579125637829,2.8290415516993357,-0.01943245275673913,0.09937283649339045,0.09986190053171322,0.10075571364442246,0.10033712245677907,0.0999940026886211,0.10081051865936073,engine_idling,0.09992174809801081
175842.wav,,,,,,,,,,,,,,car_horn,
175843.wav,,,,,,,,,,,,,,car_horn,
175844.wav,,,,,,,,,,,,,,car_horn,
175845.wav,,,,,,,,,,,,,,car_horn,
175846.wav,,,,,,,,,,,,,,car_horn,
175847.wav,,,,,,,,,,,,,,car_horn,
175848.wav,,,,,,,,,,,,,,car_horn,
175849.wav,,,,,,,,,,,,,,car_horn,
175850.wav,,,,,,,,,,,,,,car_horn,
175851.wav,,,,,,,,,,,,,,car_horn,
175852.wav,,,,,,,,,,,,,,car_horn,
175853.wav,,,,,,,,,,,,,,car_horn,
175854.wav,,,,,,,,,,,,,,car_horn,
175855.wav,,,,,,,,,,,,,,car_horn,
175856.wav,,,,,,,,,,,,,,car_horn,
175904.wav,,,,,,,,,,,,,,children_playing,
175915.wav,,,,,,,,,,,,,,dog_bark,
175917.wav,,,,,,,,,,,,,,dog_bark,
176003.wav,,,,,,,,,,,,,,car_horn,
176631.wav,4663.148433117401,-0.3781913757324219,0.044112024114852565,0.18200103100352652,0.0536374944618236,10.38832866838182,0.0320002700639699,0.09384250280956166,0.04868752541994254,0.14352021728729825,0.09633607513281395,0.015015932362805157,0.27678775142019524,car_horn,0.04605944598718053
176634.wav,733.9483974860316,-0.3892072041829427,0.14020772722397387,0.13114181911171569,0.12455527752693954,20.06685013340427,-0.46677071320867175,0.01888523227711634,0.14347142257057072,0.05726042456453766,0.13930231542949006,0.06613345406186434,0.0598854742451871,car_horn,0.11915685298860466
176638.wav,2598.69214040909,-0.2685917445591518,0.04096468421796522,0.053577225863329435,0.23049972298789892,58.94664740075997,-0.18566368772548245,0.0,0.03983587540848861,0.034867527061334606,0.07561411476618832,0.03439441904543191,0.4498503578705542,engine_idling,0.04039607277880878
176714.wav,3736.5499017747493,-4.965927069580013,0.1560283576852284,0.10671566031357609,0.06730765247567322,20.79830315563401,-0.10244070877269892,0.02870023101557332,0.18729417014865415,0.029794406733663983,0.09401113322569002,0.09676362223575548,0.10575998851676224,children_playing,0.1276247776494231
176783.wav,0.013940141390109205,-1.6763618271298242e-09,0.07886148152251339,0.06879811257382208,0.18239798471181157,113.22717480549196,-0.7160145358313643,0.03735422946170058,0.06687948214930917,0.13785870191820832,0.14344416920387917,0.1196247258572975,0.08662455891772902,dog_bark,0.07815655368372923
176787.wav,0.03777793294395673,-2.3872315679795975e-08,0.12671993058278952,0.11806722565109135,0.12589480151853047,6.851915652921234,0.0358839086298386,0.010544685521943955,0.12532242463120294,0.013430469654922792,0.21998226379467475,0.09003253805045833,0.0462622685441861,engine_idling,0.12374339205020023
17810.wav,1065.2994029391805,-0.5930339589536,0.19682156174662777,0.07239034801213347,0.07061934005723405,59.57792159466695,0.3512439089943037,0.0822268575634189,0.07345412154545297,0.09167347868656814,0.08202571564913794,0.1803778266776648,0.07302345641606085,dog_bark,0.07738729364570113
178115.wav,2810.8376360322973,1.1961594862459546,0.21147390894411916,0.005933249192675199,0.008862477544159052,3.6531608995714433,0.022116748294608576,0.004364612586282602,0.018582956599596197,0.00515368995938919,0.006559236055573598,0.6890775757320398,0.00538938410741401,car_horn,0.04460290927875123
178118.wav,4421.595894901844,-54.43682993438853,0.07893579815705155,0.021669866248462552,0.025192794341292974,5.113523850505358,0.041283603553257046,0.017322849384895003,0.029180274955300296,0.02001531822440641,0.02323203150888591,0.7277240799082774,0.02061792009268628,dog_bark,0.036109067178741676
178260.wav,,,,,,,,,,,,,,jackhammer,
178261.wav,,,,,,,,,,,,,,jackhammer,
178497.wav,0.012901313483959712,3.494679731375072e-06,0.07730736679329309,0.05856538006230237,0.03133576283489874,82.61182931259891,1.0926659649826842,0.14348260438597404,0.08351334735360098,0.021273450236058023,0.14660762864586538,0.15339688317427924,0.1742969791908513,dog_bark,0.11022059732287702
178520.wav,,,,,,,,,,,,,,children_playing,
178521.wav,,,,,,,,,,,,,,children_playing,
17853.wav,2037.3862537157174,-0.7095008292771803,0.09732372656610613,0.1319721206657979,0.1779101403903534,29.821631682302453,0.021317212369345438,0.008835828114031672,0.13608483240342278,0.011337401009052025,0.23024076376664246,0.0388216645762623,0.014928827849996168,engine_idling,0.15254469465833514
178686.wav,,,,,,,,,,,,,,air_conditioner,
178825.wav,1527.0084048166011,-1.9554005251429947,0.10380896730269483,0.12171508989018129,0.11085352339513155,10.653442546293055,-0.006135032667917858,0.08281492739747044,0.0880587518339184,0.08643822567699755,0.08501389038669085,0.09908069239907925,0.12646111371184615,children_playing,0.0957548180059897
